nFrame,time,gaze_pos.ordinal,gaze_pos.onset,gaze_pos.offset,AOI,trials.ordinal,trials.onset,trials.offset,trials.number
11775,479288,2798,467976,484737,not looking,21,463454,484737,596
11776,479321,2798,467976,484737,not looking,21,463454,484737,596
11777,479354,2798,467976,484737,not looking,21,463454,484737,596
11778,479387,2798,467976,484737,not looking,21,463454,484737,596
11779,479420,2798,467976,484737,not looking,21,463454,484737,596
11780,479453,2798,467976,484737,not looking,21,463454,484737,596
11781,479486,2798,467976,484737,not looking,21,463454,484737,596
11782,479519,2798,467976,484737,not looking,21,463454,484737,596
11783,479552,2798,467976,484737,not looking,21,463454,484737,596
11784,479585,2798,467976,484737,not looking,21,463454,484737,596
11785,479618,2798,467976,484737,not looking,21,463454,484737,596
11786,479651,2798,467976,484737,not looking,21,463454,484737,596
11787,479684,2798,467976,484737,not looking,21,463454,484737,596
11788,479717,2798,467976,484737,not looking,21,463454,484737,596
11789,479750,2798,467976,484737,not looking,21,463454,484737,596
11790,479783,2798,467976,484737,not looking,21,463454,484737,596
11791,479816,2798,467976,484737,not looking,21,463454,484737,596
11792,479849,2798,467976,484737,not looking,21,463454,484737,596
11793,479882,2798,467976,484737,not looking,21,463454,484737,596
11794,479915,2798,467976,484737,not looking,21,463454,484737,596
11795,479948,2798,467976,484737,not looking,21,463454,484737,596
11796,479981,2798,467976,484737,not looking,21,463454,484737,596
11797,480014,2798,467976,484737,not looking,21,463454,484737,596
11798,480047,2798,467976,484737,not looking,21,463454,484737,596
11799,480080,2798,467976,484737,not looking,21,463454,484737,596
11800,480113,2798,467976,484737,not looking,21,463454,484737,596
11801,480146,2798,467976,484737,not looking,21,463454,484737,596
11802,480179,2798,467976,484737,not looking,21,463454,484737,596
11803,480212,2798,467976,484737,not looking,21,463454,484737,596
11804,480245,2798,467976,484737,not looking,21,463454,484737,596
11805,480278,2798,467976,484737,not looking,21,463454,484737,596
11806,480311,2798,467976,484737,not looking,21,463454,484737,596
11807,480344,2798,467976,484737,not looking,21,463454,484737,596
11808,480377,2798,467976,484737,not looking,21,463454,484737,596
11809,480410,2798,467976,484737,not looking,21,463454,484737,596
11810,480443,2798,467976,484737,not looking,21,463454,484737,596
11811,480476,2798,467976,484737,not looking,21,463454,484737,596
11812,480509,2798,467976,484737,not looking,21,463454,484737,596
11813,480542,2798,467976,484737,not looking,21,463454,484737,596
11814,480575,2798,467976,484737,not looking,21,463454,484737,596
11815,480608,2798,467976,484737,not looking,21,463454,484737,596
11816,480641,2798,467976,484737,not looking,21,463454,484737,596
11817,480674,2798,467976,484737,not looking,21,463454,484737,596
11818,480707,2798,467976,484737,not looking,21,463454,484737,596
11819,480740,2798,467976,484737,not looking,21,463454,484737,596
11820,480773,2798,467976,484737,not looking,21,463454,484737,596
11821,480806,2798,467976,484737,not looking,21,463454,484737,596
11822,480839,2798,467976,484737,not looking,21,463454,484737,596
11823,480872,2798,467976,484737,not looking,21,463454,484737,596
11824,480905,2798,467976,484737,not looking,21,463454,484737,596
11825,480938,2798,467976,484737,not looking,21,463454,484737,596
11826,480971,2798,467976,484737,not looking,21,463454,484737,596
11827,481004,2798,467976,484737,not looking,21,463454,484737,596
11828,481037,2798,467976,484737,not looking,21,463454,484737,596
11829,481070,2798,467976,484737,not looking,21,463454,484737,596
11830,481103,2798,467976,484737,not looking,21,463454,484737,596
11831,481136,2798,467976,484737,not looking,21,463454,484737,596
11832,481169,2798,467976,484737,not looking,21,463454,484737,596
11833,481202,2798,467976,484737,not looking,21,463454,484737,596
11834,481235,2798,467976,484737,not looking,21,463454,484737,596
11835,481268,2798,467976,484737,not looking,21,463454,484737,596
11836,481301,2798,467976,484737,not looking,21,463454,484737,596
11837,481334,2798,467976,484737,not looking,21,463454,484737,596
11838,481367,2798,467976,484737,not looking,21,463454,484737,596
11839,481400,2798,467976,484737,not looking,21,463454,484737,596
11840,481433,2798,467976,484737,not looking,21,463454,484737,596
11841,481466,2798,467976,484737,not looking,21,463454,484737,596
11842,481499,2798,467976,484737,not looking,21,463454,484737,596
11843,481532,2798,467976,484737,not looking,21,463454,484737,596
11844,481565,2798,467976,484737,not looking,21,463454,484737,596
11845,481598,2798,467976,484737,not looking,21,463454,484737,596
11846,481631,2798,467976,484737,not looking,21,463454,484737,596
11847,481664,2798,467976,484737,not looking,21,463454,484737,596
11848,481697,2798,467976,484737,not looking,21,463454,484737,596
11849,481730,2798,467976,484737,not looking,21,463454,484737,596
11850,481763,2798,467976,484737,not looking,21,463454,484737,596
11851,481796,2798,467976,484737,not looking,21,463454,484737,596
11852,481829,2798,467976,484737,not looking,21,463454,484737,596
11853,481862,2798,467976,484737,not looking,21,463454,484737,596
11854,481895,2798,467976,484737,not looking,21,463454,484737,596
11855,481928,2798,467976,484737,not looking,21,463454,484737,596
11856,481961,2798,467976,484737,not looking,21,463454,484737,596
11857,481994,2798,467976,484737,not looking,21,463454,484737,596
11858,482027,2798,467976,484737,not looking,21,463454,484737,596
11859,482060,2798,467976,484737,not looking,21,463454,484737,596
11860,482093,2798,467976,484737,not looking,21,463454,484737,596
11861,482126,2798,467976,484737,not looking,21,463454,484737,596
11862,482159,2798,467976,484737,not looking,21,463454,484737,596
11863,482192,2798,467976,484737,not looking,21,463454,484737,596
11864,482225,2798,467976,484737,not looking,21,463454,484737,596
11865,482258,2798,467976,484737,not looking,21,463454,484737,596
11866,482291,2798,467976,484737,not looking,21,463454,484737,596
11867,482324,2798,467976,484737,not looking,21,463454,484737,596
11868,482357,2798,467976,484737,not looking,21,463454,484737,596
11869,482390,2798,467976,484737,not looking,21,463454,484737,596
11870,482423,2798,467976,484737,not looking,21,463454,484737,596
11871,482456,2798,467976,484737,not looking,21,463454,484737,596
11872,482489,2798,467976,484737,not looking,21,463454,484737,596
11873,482522,2798,467976,484737,not looking,21,463454,484737,596
11874,482555,2798,467976,484737,not looking,21,463454,484737,596
11875,482588,2798,467976,484737,not looking,21,463454,484737,596
11876,482621,2798,467976,484737,not looking,21,463454,484737,596
11877,482654,2798,467976,484737,not looking,21,463454,484737,596
11878,482687,2798,467976,484737,not looking,21,463454,484737,596
11879,482720,2798,467976,484737,not looking,21,463454,484737,596
11880,482753,2798,467976,484737,not looking,21,463454,484737,596
11881,482786,2798,467976,484737,not looking,21,463454,484737,596
11882,482819,2798,467976,484737,not looking,21,463454,484737,596
11883,482852,2798,467976,484737,not looking,21,463454,484737,596
11884,482885,2798,467976,484737,not looking,21,463454,484737,596
11885,482918,2798,467976,484737,not looking,21,463454,484737,596
11886,482951,2798,467976,484737,not looking,21,463454,484737,596
11887,482984,2798,467976,484737,not looking,21,463454,484737,596
11888,483017,2798,467976,484737,not looking,21,463454,484737,596
11889,483050,2798,467976,484737,not looking,21,463454,484737,596
11890,483083,2798,467976,484737,not looking,21,463454,484737,596
11891,483116,2798,467976,484737,not looking,21,463454,484737,596
11892,483149,2798,467976,484737,not looking,21,463454,484737,596
11893,483182,2798,467976,484737,not looking,21,463454,484737,596
11894,483215,2798,467976,484737,not looking,21,463454,484737,596
11895,483248,2798,467976,484737,not looking,21,463454,484737,596
11896,483281,2798,467976,484737,not looking,21,463454,484737,596
11897,483314,2798,467976,484737,not looking,21,463454,484737,596
11898,483347,2798,467976,484737,not looking,21,463454,484737,596
11899,483380,2798,467976,484737,not looking,21,463454,484737,596
11900,483413,2798,467976,484737,not looking,21,463454,484737,596
11901,483446,2798,467976,484737,not looking,21,463454,484737,596
11902,483479,2798,467976,484737,not looking,21,463454,484737,596
11903,483512,2798,467976,484737,not looking,21,463454,484737,596
11904,483545,2798,467976,484737,not looking,21,463454,484737,596
11905,483578,2798,467976,484737,not looking,21,463454,484737,596
11906,483611,2798,467976,484737,not looking,21,463454,484737,596
11907,483644,2798,467976,484737,not looking,21,463454,484737,596
11908,483677,2798,467976,484737,not looking,21,463454,484737,596
11909,483710,2798,467976,484737,not looking,21,463454,484737,596
11910,483743,2798,467976,484737,not looking,21,463454,484737,596
11911,483776,2798,467976,484737,not looking,21,463454,484737,596
11912,483809,2798,467976,484737,not looking,21,463454,484737,596
11913,483842,2798,467976,484737,not looking,21,463454,484737,596
11914,483875,2798,467976,484737,not looking,21,463454,484737,596
11915,483908,2798,467976,484737,not looking,21,463454,484737,596
11916,483941,2798,467976,484737,not looking,21,463454,484737,596
11917,483974,2798,467976,484737,not looking,21,463454,484737,596
11918,484007,2798,467976,484737,not looking,21,463454,484737,596
11919,484040,2798,467976,484737,not looking,21,463454,484737,596
11920,484073,2798,467976,484737,not looking,21,463454,484737,596
11921,484106,2798,467976,484737,not looking,21,463454,484737,596
11922,484139,2798,467976,484737,not looking,21,463454,484737,596
11923,484172,2798,467976,484737,not looking,21,463454,484737,596
11924,484205,2798,467976,484737,not looking,21,463454,484737,596
11925,484238,2798,467976,484737,not looking,21,463454,484737,596
11926,484271,2798,467976,484737,not looking,21,463454,484737,596
11927,484304,2798,467976,484737,not looking,21,463454,484737,596
11928,484337,2798,467976,484737,not looking,21,463454,484737,596
11929,484370,2798,467976,484737,not looking,21,463454,484737,596
11930,484403,2798,467976,484737,not looking,21,463454,484737,596
11931,484436,2798,467976,484737,not looking,21,463454,484737,596
11932,484469,2798,467976,484737,not looking,21,463454,484737,596
11933,484502,2798,467976,484737,not looking,21,463454,484737,596
11934,484535,2798,467976,484737,not looking,21,463454,484737,596
11935,484568,2798,467976,484737,not looking,21,463454,484737,596
11936,484601,2798,467976,484737,not looking,21,463454,484737,596
11937,484634,2798,467976,484737,not looking,21,463454,484737,596
11938,484667,2798,467976,484737,not looking,21,463454,484737,596
11939,484700,2798,467976,484737,not looking,21,463454,484737,596
11940,484733,2798,467976,484737,not looking,21,463454,484737,596
11941,484766,2799,484738,484771,not looking,22,484738,500241,69
11942,484799,2800,484772,484805,not looking,22,484738,500241,69
11943,484832,2801,484806,484839,not looking,22,484738,500241,69
11944,484865,2802,484840,484873,not looking,22,484738,500241,69
11945,484898,2803,484874,484907,not looking,22,484738,500241,69
11946,484931,2804,484908,484941,not looking,22,484738,500241,69
11947,484964,2805,484942,484975,not looking,22,484738,500241,69
11948,484997,2806,484976,485009,not looking,22,484738,500241,69
11949,485030,2807,485010,485043,not looking,22,484738,500241,69
11950,485063,2808,485044,485077,not looking,22,484738,500241,69
11951,485096,2809,485078,485111,not looking,22,484738,500241,69
11952,485129,2810,485112,485145,not looking,22,484738,500241,69
11953,485162,2811,485146,485179,not looking,22,484738,500241,69
11954,485195,2812,485180,485213,not looking,22,484738,500241,69
11955,485228,2813,485214,485247,not looking,22,484738,500241,69
11956,485261,2814,485248,485281,right,22,484738,500241,69
11957,485294,2815,485282,485315,right,22,484738,500241,69
11958,485327,2816,485316,485349,right,22,484738,500241,69
11959,485360,2817,485350,485383,right,22,484738,500241,69
11960,485393,2818,485384,485417,right,22,484738,500241,69
11961,485426,2819,485418,485451,left,22,484738,500241,69
11962,485459,2820,485452,485485,left,22,484738,500241,69
11963,485492,2821,485486,485519,left,22,484738,500241,69
11964,485525,2822,485520,485553,left,22,484738,500241,69
11965,485558,2823,485554,485587,left,22,484738,500241,69
11966,485591,2824,485588,485621,left,22,484738,500241,69
11967,485624,2825,485622,485655,left,22,484738,500241,69
11968,485657,2826,485656,485689,left,22,484738,500241,69
11969,485690,2827,485690,485723,left,22,484738,500241,69
11970,485723,2827,485690,485723,left,22,484738,500241,69
11971,485756,2828,485724,485757,left,22,484738,500241,69
11972,485789,2829,485758,485791,left,22,484738,500241,69
11973,485822,2830,485792,485825,left,22,484738,500241,69
11974,485855,2831,485826,485859,right,22,484738,500241,69
11975,485888,2832,485860,485893,right,22,484738,500241,69
11976,485921,2833,485894,485927,right,22,484738,500241,69
11977,485954,2834,485928,485961,right,22,484738,500241,69
11978,485987,2835,485962,485995,right,22,484738,500241,69
11979,486020,2836,485996,486029,left,22,484738,500241,69
11980,486053,2837,486030,486063,left,22,484738,500241,69
11981,486086,2838,486064,486097,left,22,484738,500241,69
11982,486119,2839,486098,486131,left,22,484738,500241,69
11983,486152,2840,486132,486165,left,22,484738,500241,69
11984,486185,2841,486166,486199,left,22,484738,500241,69
11985,486218,2842,486200,486233,left,22,484738,500241,69
11986,486251,2843,486234,486267,left,22,484738,500241,69
11987,486284,2844,486268,486301,inbetween,22,484738,500241,69
11988,486317,2845,486302,486335,left,22,484738,500241,69
11989,486350,2846,486336,486369,left,22,484738,500241,69
11990,486383,2847,486370,486403,left,22,484738,500241,69
11991,486416,2848,486404,486437,right,22,484738,500241,69
11992,486449,2849,486438,486471,right,22,484738,500241,69
11993,486482,2850,486472,486505,not looking,22,484738,500241,69
11994,486515,2851,486506,486539,not looking,22,484738,500241,69
11995,486548,2852,486540,486573,not looking,22,484738,500241,69
11996,486581,2853,486574,486607,not looking,22,484738,500241,69
11997,486614,2854,486608,486641,not looking,22,484738,500241,69
11998,486647,2855,486642,486675,not looking,22,484738,500241,69
11999,486680,2856,486676,486709,not looking,22,484738,500241,69
12000,486713,2857,486710,486743,not looking,22,484738,500241,69
12001,486746,2858,486744,486777,not looking,22,484738,500241,69
12002,486779,2859,486778,486811,not looking,22,484738,500241,69
12003,486812,2860,486812,486845,left,22,484738,500241,69
12004,486845,2860,486812,486845,left,22,484738,500241,69
12005,486878,2861,486846,486879,left,22,484738,500241,69
12006,486911,2862,486880,486913,left,22,484738,500241,69
12007,486944,2863,486914,486947,left,22,484738,500241,69
12008,486977,2864,486948,486981,left,22,484738,500241,69
12009,487010,2865,486982,487015,left,22,484738,500241,69
12010,487043,2866,487016,487049,left,22,484738,500241,69
12011,487076,2867,487050,487083,left,22,484738,500241,69
12012,487109,2868,487084,487117,not looking,22,484738,500241,69
12013,487142,2869,487118,487151,not looking,22,484738,500241,69
12014,487175,2870,487152,487185,not looking,22,484738,500241,69
12015,487208,2871,487186,487219,not looking,22,484738,500241,69
12016,487241,2872,487220,487253,not looking,22,484738,500241,69
12017,487274,2873,487254,487287,not looking,22,484738,500241,69
12018,487307,2874,487288,487321,not looking,22,484738,500241,69
12019,487340,2875,487322,487355,not looking,22,484738,500241,69
12020,487373,2876,487356,487389,not looking,22,484738,500241,69
12021,487406,2877,487390,487423,not looking,22,484738,500241,69
12022,487439,2878,487424,487457,not looking,22,484738,500241,69
12023,487472,2879,487458,487491,not looking,22,484738,500241,69
12024,487505,2880,487492,487525,not looking,22,484738,500241,69
12025,487538,2881,487526,487559,not looking,22,484738,500241,69
12026,487571,2882,487560,487593,not looking,22,484738,500241,69
12027,487604,2883,487594,487627,not looking,22,484738,500241,69
12028,487637,2884,487628,487661,not looking,22,484738,500241,69
12029,487670,2885,487662,487695,not looking,22,484738,500241,69
12030,487703,2886,487696,487729,not looking,22,484738,500241,69
12031,487736,2887,487730,487763,not looking,22,484738,500241,69
12032,487769,2888,487764,487797,not looking,22,484738,500241,69
12033,487802,2889,487798,487831,not looking,22,484738,500241,69
12034,487835,2890,487832,487865,not looking,22,484738,500241,69
12035,487868,2891,487866,487899,not looking,22,484738,500241,69
12036,487901,2892,487900,487933,not looking,22,484738,500241,69
12037,487934,2893,487934,487967,not looking,22,484738,500241,69
12038,487967,2893,487934,487967,not looking,22,484738,500241,69
12039,488000,2894,487968,488001,not looking,22,484738,500241,69
12040,488033,2895,488002,488035,not looking,22,484738,500241,69
12041,488066,2896,488036,488069,not looking,22,484738,500241,69
12042,488099,2897,488070,488103,not looking,22,484738,500241,69
12043,488132,2898,488104,488137,not looking,22,484738,500241,69
12044,488165,2899,488138,488171,not looking,22,484738,500241,69
12045,488198,2900,488172,488205,not looking,22,484738,500241,69
12046,488231,2901,488206,488239,not looking,22,484738,500241,69
12047,488264,2902,488240,488273,not looking,22,484738,500241,69
12048,488297,2903,488274,488307,not looking,22,484738,500241,69
12049,488330,2904,488308,488341,not looking,22,484738,500241,69
12050,488363,2905,488342,488375,not looking,22,484738,500241,69
12051,488396,2906,488376,488409,not looking,22,484738,500241,69
12052,488429,2907,488410,488443,not looking,22,484738,500241,69
12053,488462,2908,488444,488477,not looking,22,484738,500241,69
12054,488495,2909,488478,488511,not looking,22,484738,500241,69
12055,488528,2910,488512,488545,not looking,22,484738,500241,69
12056,488561,2911,488546,488579,not looking,22,484738,500241,69
12057,488594,2912,488580,488613,not looking,22,484738,500241,69
12058,488627,2913,488614,488647,not looking,22,484738,500241,69
12059,488660,2914,488648,488681,not looking,22,484738,500241,69
12060,488693,2915,488682,488715,not looking,22,484738,500241,69
12061,488726,2916,488716,488749,not looking,22,484738,500241,69
12062,488759,2917,488750,488783,not looking,22,484738,500241,69
12063,488792,2918,488784,488817,not looking,22,484738,500241,69
12064,488825,2919,488818,488851,not looking,22,484738,500241,69
12065,488858,2920,488852,488885,not looking,22,484738,500241,69
12066,488891,2921,488886,488919,not looking,22,484738,500241,69
12067,488924,2922,488920,488953,not looking,22,484738,500241,69
12068,488957,2923,488954,488987,not looking,22,484738,500241,69
12069,488990,2924,488988,489021,not looking,22,484738,500241,69
12070,489023,2925,489022,489055,not looking,22,484738,500241,69
12071,489056,2926,489056,489089,not looking,22,484738,500241,69
12072,489089,2926,489056,489089,not looking,22,484738,500241,69
12073,489122,2927,489090,489123,not looking,22,484738,500241,69
12074,489155,2928,489124,489157,not looking,22,484738,500241,69
12075,489188,2929,489158,489191,not looking,22,484738,500241,69
12076,489221,2930,489192,489225,not looking,22,484738,500241,69
12077,489254,2931,489226,489259,not looking,22,484738,500241,69
12078,489287,2932,489260,489293,not looking,22,484738,500241,69
12079,489320,,,,,22,484738,500241,69
12080,489353,,,,,22,484738,500241,69
12081,489386,,,,,22,484738,500241,69
12082,489419,,,,,22,484738,500241,69
12083,489452,,,,,22,484738,500241,69
12084,489485,,,,,22,484738,500241,69
12085,489518,,,,,22,484738,500241,69
12086,489551,,,,,22,484738,500241,69
12087,489584,,,,,22,484738,500241,69
12088,489617,,,,,22,484738,500241,69
12089,489650,,,,,22,484738,500241,69
12090,489683,,,,,22,484738,500241,69
12091,489716,,,,,22,484738,500241,69
12092,489749,,,,,22,484738,500241,69
12093,489782,,,,,22,484738,500241,69
12094,489815,,,,,22,484738,500241,69
12095,489848,,,,,22,484738,500241,69
12096,489881,,,,,22,484738,500241,69
12097,489914,,,,,22,484738,500241,69
12098,489947,,,,,22,484738,500241,69
12099,489980,,,,,22,484738,500241,69
12100,490013,,,,,22,484738,500241,69
12101,490046,,,,,22,484738,500241,69
12102,490079,,,,,22,484738,500241,69
12103,490112,,,,,22,484738,500241,69
12104,490145,,,,,22,484738,500241,69
12105,490178,,,,,22,484738,500241,69
12106,490211,,,,,22,484738,500241,69
12107,490244,,,,,22,484738,500241,69
12108,490277,,,,,22,484738,500241,69
12109,490310,,,,,22,484738,500241,69
12110,490343,,,,,22,484738,500241,69
12111,490376,,,,,22,484738,500241,69
12112,490409,,,,,22,484738,500241,69
12113,490442,,,,,22,484738,500241,69
12114,490475,,,,,22,484738,500241,69
12115,490508,,,,,22,484738,500241,69
12116,490541,,,,,22,484738,500241,69
12117,490574,,,,,22,484738,500241,69
12118,490607,,,,,22,484738,500241,69
12119,490640,,,,,22,484738,500241,69
12120,490673,,,,,22,484738,500241,69
12121,490706,,,,,22,484738,500241,69
12122,490739,,,,,22,484738,500241,69
12123,490772,,,,,22,484738,500241,69
12124,490805,,,,,22,484738,500241,69
12125,490838,,,,,22,484738,500241,69
12126,490871,,,,,22,484738,500241,69
12127,490904,,,,,22,484738,500241,69
12128,490937,,,,,22,484738,500241,69
12129,490970,,,,,22,484738,500241,69
12130,491003,,,,,22,484738,500241,69
12131,491036,,,,,22,484738,500241,69
12132,491069,,,,,22,484738,500241,69
12133,491102,,,,,22,484738,500241,69
12134,491135,,,,,22,484738,500241,69
12135,491168,,,,,22,484738,500241,69
12136,491201,,,,,22,484738,500241,69
12137,491234,,,,,22,484738,500241,69
12138,491267,,,,,22,484738,500241,69
12139,491300,,,,,22,484738,500241,69
12140,491333,,,,,22,484738,500241,69
12141,491366,,,,,22,484738,500241,69
12142,491399,,,,,22,484738,500241,69
12143,491432,,,,,22,484738,500241,69
12144,491465,,,,,22,484738,500241,69
12145,491498,,,,,22,484738,500241,69
12146,491531,,,,,22,484738,500241,69
12147,491564,,,,,22,484738,500241,69
12148,491597,,,,,22,484738,500241,69
12149,491630,,,,,22,484738,500241,69
12150,491663,,,,,22,484738,500241,69
12151,491696,,,,,22,484738,500241,69
12152,491729,,,,,22,484738,500241,69
12153,491762,,,,,22,484738,500241,69
12154,491795,,,,,22,484738,500241,69
12155,491828,,,,,22,484738,500241,69
12156,491861,,,,,22,484738,500241,69
12157,491894,,,,,22,484738,500241,69
12158,491927,,,,,22,484738,500241,69
12159,491960,,,,,22,484738,500241,69
12160,491993,,,,,22,484738,500241,69
12161,492026,,,,,22,484738,500241,69
12162,492059,,,,,22,484738,500241,69
12163,492092,,,,,22,484738,500241,69
12164,492125,,,,,22,484738,500241,69
12165,492158,,,,,22,484738,500241,69
12166,492191,,,,,22,484738,500241,69
12167,492224,,,,,22,484738,500241,69
12168,492257,,,,,22,484738,500241,69
12169,492290,,,,,22,484738,500241,69
12170,492323,,,,,22,484738,500241,69
12171,492356,,,,,22,484738,500241,69
12172,492389,,,,,22,484738,500241,69
12173,492422,,,,,22,484738,500241,69
12174,492455,,,,,22,484738,500241,69
12175,492488,,,,,22,484738,500241,69
12176,492521,,,,,22,484738,500241,69
12177,492554,,,,,22,484738,500241,69
12178,492587,,,,,22,484738,500241,69
12179,492620,,,,,22,484738,500241,69
12180,492653,,,,,22,484738,500241,69
12181,492686,,,,,22,484738,500241,69
12182,492719,,,,,22,484738,500241,69
12183,492752,,,,,22,484738,500241,69
12184,492785,,,,,22,484738,500241,69
12185,492818,,,,,22,484738,500241,69
12186,492851,,,,,22,484738,500241,69
12187,492884,,,,,22,484738,500241,69
12188,492917,,,,,22,484738,500241,69
12189,492950,,,,,22,484738,500241,69
12190,492983,,,,,22,484738,500241,69
12191,493016,,,,,22,484738,500241,69
12192,493049,,,,,22,484738,500241,69
12193,493082,,,,,22,484738,500241,69
12194,493115,,,,,22,484738,500241,69
12195,493148,,,,,22,484738,500241,69
12196,493181,,,,,22,484738,500241,69
12197,493214,,,,,22,484738,500241,69
12198,493247,,,,,22,484738,500241,69
12199,493280,,,,,22,484738,500241,69
12200,493313,,,,,22,484738,500241,69
12201,493346,,,,,22,484738,500241,69
12202,493379,,,,,22,484738,500241,69
12203,493412,,,,,22,484738,500241,69
12204,493445,,,,,22,484738,500241,69
12205,493478,,,,,22,484738,500241,69
12206,493511,,,,,22,484738,500241,69
12207,493544,,,,,22,484738,500241,69
12208,493577,,,,,22,484738,500241,69
12209,493610,,,,,22,484738,500241,69
12210,493643,,,,,22,484738,500241,69
12211,493676,,,,,22,484738,500241,69
12212,493709,,,,,22,484738,500241,69
12213,493742,,,,,22,484738,500241,69
12214,493775,,,,,22,484738,500241,69
12215,493808,,,,,22,484738,500241,69
12216,493841,,,,,22,484738,500241,69
12217,493874,,,,,22,484738,500241,69
12218,493907,,,,,22,484738,500241,69
12219,493940,,,,,22,484738,500241,69
12220,493973,,,,,22,484738,500241,69
12221,494006,,,,,22,484738,500241,69
12222,494039,,,,,22,484738,500241,69
12223,494072,,,,,22,484738,500241,69
12224,494105,,,,,22,484738,500241,69
12225,494138,,,,,22,484738,500241,69
12226,494171,,,,,22,484738,500241,69
12227,494204,,,,,22,484738,500241,69
12228,494237,,,,,22,484738,500241,69
12229,494270,,,,,22,484738,500241,69
12230,494303,,,,,22,484738,500241,69
12231,494336,,,,,22,484738,500241,69
12232,494369,,,,,22,484738,500241,69
12233,494402,,,,,22,484738,500241,69
12234,494435,,,,,22,484738,500241,69
12235,494468,,,,,22,484738,500241,69
12236,494501,,,,,22,484738,500241,69
12237,494534,,,,,22,484738,500241,69
12238,494567,,,,,22,484738,500241,69
12239,494600,,,,,22,484738,500241,69
12240,494633,,,,,22,484738,500241,69
12241,494666,,,,,22,484738,500241,69
12242,494699,,,,,22,484738,500241,69
12243,494732,,,,,22,484738,500241,69
12244,494765,,,,,22,484738,500241,69
12245,494798,,,,,22,484738,500241,69
12246,494831,,,,,22,484738,500241,69
12247,494864,,,,,22,484738,500241,69
12248,494897,,,,,22,484738,500241,69
12249,494930,,,,,22,484738,500241,69
12250,494963,,,,,22,484738,500241,69
12251,494996,,,,,22,484738,500241,69
12252,495029,,,,,22,484738,500241,69
12253,495062,,,,,22,484738,500241,69
12254,495095,,,,,22,484738,500241,69
12255,495128,,,,,22,484738,500241,69
12256,495161,,,,,22,484738,500241,69
12257,495194,,,,,22,484738,500241,69
12258,495227,,,,,22,484738,500241,69
12259,495260,,,,,22,484738,500241,69
12260,495293,,,,,22,484738,500241,69
12261,495326,,,,,22,484738,500241,69
12262,495359,,,,,22,484738,500241,69
12263,495392,,,,,22,484738,500241,69
12264,495425,,,,,22,484738,500241,69
12265,495458,,,,,22,484738,500241,69
12266,495491,,,,,22,484738,500241,69
12267,495524,,,,,22,484738,500241,69
12268,495557,,,,,22,484738,500241,69
12269,495590,,,,,22,484738,500241,69
12270,495623,,,,,22,484738,500241,69
12271,495656,,,,,22,484738,500241,69
12272,495689,,,,,22,484738,500241,69
12273,495722,,,,,22,484738,500241,69
12274,495755,,,,,22,484738,500241,69
12275,495788,,,,,22,484738,500241,69
12276,495821,,,,,22,484738,500241,69
12277,495854,,,,,22,484738,500241,69
12278,495887,,,,,22,484738,500241,69
12279,495920,,,,,22,484738,500241,69
12280,495953,,,,,22,484738,500241,69
12281,495986,,,,,22,484738,500241,69
12282,496019,,,,,22,484738,500241,69
12283,496052,,,,,22,484738,500241,69
12284,496085,,,,,22,484738,500241,69
12285,496118,,,,,22,484738,500241,69
12286,496151,,,,,22,484738,500241,69
12287,496184,,,,,22,484738,500241,69
12288,496217,,,,,22,484738,500241,69
12289,496250,,,,,22,484738,500241,69
12290,496283,,,,,22,484738,500241,69
12291,496316,,,,,22,484738,500241,69
12292,496349,,,,,22,484738,500241,69
12293,496382,,,,,22,484738,500241,69
12294,496415,,,,,22,484738,500241,69
12295,496448,,,,,22,484738,500241,69
12296,496481,,,,,22,484738,500241,69
12297,496514,,,,,22,484738,500241,69
12298,496547,,,,,22,484738,500241,69
12299,496580,,,,,22,484738,500241,69
12300,496613,,,,,22,484738,500241,69
12301,496646,,,,,22,484738,500241,69
12302,496679,,,,,22,484738,500241,69
12303,496712,,,,,22,484738,500241,69
12304,496745,,,,,22,484738,500241,69
12305,496778,,,,,22,484738,500241,69
12306,496811,,,,,22,484738,500241,69
12307,496844,,,,,22,484738,500241,69
12308,496877,,,,,22,484738,500241,69
12309,496910,,,,,22,484738,500241,69
12310,496943,,,,,22,484738,500241,69
12311,496976,,,,,22,484738,500241,69
12312,497009,,,,,22,484738,500241,69
12313,497042,,,,,22,484738,500241,69
12314,497075,,,,,22,484738,500241,69
12315,497108,,,,,22,484738,500241,69
12316,497141,,,,,22,484738,500241,69
12317,497174,,,,,22,484738,500241,69
12318,497207,,,,,22,484738,500241,69
12319,497240,,,,,22,484738,500241,69
12320,497273,,,,,22,484738,500241,69
12321,497306,,,,,22,484738,500241,69
12322,497339,,,,,22,484738,500241,69
12323,497372,,,,,22,484738,500241,69
12324,497405,,,,,22,484738,500241,69
12325,497438,,,,,22,484738,500241,69
12326,497471,,,,,22,484738,500241,69
12327,497504,,,,,22,484738,500241,69
12328,497537,,,,,22,484738,500241,69
12329,497570,,,,,22,484738,500241,69
12330,497603,,,,,22,484738,500241,69
12331,497636,,,,,22,484738,500241,69
12332,497669,,,,,22,484738,500241,69
12333,497702,,,,,22,484738,500241,69
12334,497735,,,,,22,484738,500241,69
12335,497768,,,,,22,484738,500241,69
12336,497801,,,,,22,484738,500241,69
12337,497834,,,,,22,484738,500241,69
12338,497867,,,,,22,484738,500241,69
