"","X","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration","word_onset","word_offset","word","Adjusted_Word_Onset","Adjusted_Word_Offset","Label_Position","Individual_Gaze_Durations","Adjusted_Gaze_Start","Adjusted_Gaze_End"
"2548",2548,579429,2471,579428,579461,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3060,3093
"2549",2549,579462,2472,579462,579495,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3094,3127
"2550",2550,579495,2472,579462,579495,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3094,3127
"2551",2551,579528,2473,579496,579529,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3128,3161
"2552",2552,579561,2474,579530,579563,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3162,3195
"2553",2553,579594,2475,579564,579597,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3196,3229
"2554",2554,579627,2476,579598,579631,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3230,3263
"2555",2555,579660,2477,579632,579665,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3264,3297
"2556",2556,579693,2478,579666,579699,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3298,3331
"2557",2557,579726,2479,579700,579733,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3332,3365
"2558",2558,579759,2480,579734,579767,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3366,3399
"2559",2559,579792,2481,579768,579801,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3400,3433
"2560",2560,579825,2482,579802,579835,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3434,3467
"2561",2561,579858,2483,579836,579869,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3468,3501
"2562",2562,579891,2484,579870,579903,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3502,3535
"2563",2563,579924,2485,579904,579937,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3536,3569
"2564",2564,579957,2486,579938,579971,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3570,3603
"2565",2565,579990,2487,579972,580005,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3604,3637
"2566",2566,580023,2488,580006,580039,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3638,3671
"2567",2567,580056,2489,580040,580073,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3672,3705
"2568",2568,580089,2490,580074,580107,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3706,3739
"2569",2569,580122,2491,580108,580141,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3740,3773
"2570",2570,580155,2492,580142,580175,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3774,3807
"2571",2571,580188,2493,580176,580209,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3808,3841
"2572",2572,580221,2494,580210,580243,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3842,3875
"2573",2573,580254,2495,580244,580277,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3876,3909
"2574",2574,580287,2496,580278,580311,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3910,3943
"2575",2575,580320,2497,580312,580345,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3944,3977
"2576",2576,580353,2498,580346,580379,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,3978,4011
"2577",2577,580386,2499,580380,580413,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4012,4045
"2578",2578,580419,2500,580414,580447,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4046,4079
"2579",2579,580452,2501,580448,580481,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4080,4113
"2580",2580,580485,2502,580482,580515,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4114,4147
"2581",2581,580518,2503,580516,580549,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4148,4181
"2582",2582,580551,2504,580550,580583,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4182,4215
"2583",2583,580584,2505,580584,580617,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4216,4249
"2584",2584,580617,2505,580584,580617,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4216,4249
"2585",2585,580650,2506,580618,580651,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4250,4283
"2586",2586,580683,2507,580652,580685,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4284,4317
"2587",2587,580716,2508,580686,580719,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4318,4351
"2588",2588,580749,2509,580720,580753,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4352,4385
"2589",2589,580782,2510,580754,580787,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4386,4419
"2590",2590,580815,2511,580788,580821,"not looking",19,576368,580822,93,4454,NA,NA,NA,NA,NA,NA,33,4420,4453
"2591",2591,593322,2512,593300,593333,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,0,33
"2592",2592,593355,2513,593334,593367,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,34,67
"2593",2593,593388,2514,593368,593401,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,68,101
"2594",2594,593421,2515,593402,593435,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,102,135
"2595",2595,593454,2516,593436,593469,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,136,169
"2596",2596,593487,2517,593470,593503,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,170,203
"2597",2597,593520,2518,593504,593537,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,204,237
"2598",2598,593553,2519,593538,593571,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,238,271
"2599",2599,593586,2520,593572,593605,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,272,305
"2600",2600,593619,2521,593606,593639,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,306,339
"2601",2601,593652,2522,593640,593673,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,340,373
"2602",2602,593685,2523,593674,593707,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,374,407
"2603",2603,593718,2524,593708,593741,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,408,441
"2604",2604,593751,2525,593742,593775,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,442,475
"2605",2605,593784,2526,593776,593809,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,476,509
"2606",2606,593817,2527,593810,593843,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,510,543
"2607",2607,593850,2528,593844,593877,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,544,577
"2608",2608,593883,2529,593878,593911,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,578,611
"2609",2609,593916,2530,593912,593945,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,612,645
"2610",2610,593949,2531,593946,593979,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,646,679
"2611",2611,593982,2532,593980,594013,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,680,713
"2612",2612,594015,2533,594014,594047,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,714,747
"2613",2613,594048,2534,594048,594081,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,748,781
"2614",2614,594081,2534,594048,594081,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,748,781
"2615",2615,594114,2535,594082,594115,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,782,815
"2616",2616,594147,2536,594116,594149,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,816,849
"2617",2617,594180,2537,594150,594183,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,850,883
"2618",2618,594213,2538,594184,594217,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,884,917
"2619",2619,594246,2539,594218,594251,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,918,951
"2620",2620,594279,2540,594252,594285,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,952,985
"2621",2621,594312,2541,594286,594319,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,986,1019
"2622",2622,594345,2542,594320,594353,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1020,1053
"2623",2623,594378,2543,594354,594387,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1054,1087
"2624",2624,594411,2544,594388,594421,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1088,1121
"2625",2625,594444,2545,594422,594455,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1122,1155
"2626",2626,594477,2546,594456,594489,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1156,1189
"2627",2627,594510,2547,594490,594523,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1190,1223
"2628",2628,594543,2548,594524,594557,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1224,1257
"2629",2629,594576,2549,594558,594591,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1258,1291
"2630",2630,594609,2550,594592,594625,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1292,1325
"2631",2631,594642,2551,594626,594659,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,1326,1359
"2632",2632,594675,2552,594660,594693,"not looking",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1360,1393
"2633",2633,594708,2553,594694,594727,"not looking",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1394,1427
"2634",2634,594741,2554,594728,594761,"not looking",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1428,1461
"2635",2635,594774,2555,594762,594795,"not looking",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1462,1495
"2636",2636,594807,2556,594796,594829,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1496,1529
"2637",2637,594840,2557,594830,594863,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1530,1563
"2638",2638,594873,2558,594864,594897,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1564,1597
"2639",2639,594906,2559,594898,594931,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1598,1631
"2640",2640,594939,2560,594932,594965,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1632,1665
"2641",2641,594972,2561,594966,594999,"middle",20,593300,597788,368,4488,594660,594992,"three",1360,1692,1526,33,1666,1699
"2642",2642,595005,2562,595000,595033,"middle",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1700,1733
"2643",2643,595038,2563,595034,595067,"middle",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1734,1767
"2644",2644,595071,2564,595068,595101,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1768,1801
"2645",2645,595104,2565,595102,595135,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1802,1835
"2646",2646,595137,2566,595136,595169,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1836,1869
"2647",2647,595170,2567,595170,595203,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1870,1903
"2648",2648,595203,2567,595170,595203,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1870,1903
"2649",2649,595236,2568,595204,595237,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1904,1937
"2650",2650,595269,2569,595238,595271,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1938,1971
"2651",2651,595302,2570,595272,595305,"not looking",20,593300,597788,368,4488,594992,595316,"hundred",1692,2016,1854,33,1972,2005
"2652",2652,595335,2571,595306,595339,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2006,2039
"2653",2653,595368,2572,595340,595373,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2040,2073
"2654",2654,595401,2573,595374,595407,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2074,2107
"2655",2655,595434,2574,595408,595441,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2108,2141
"2656",2656,595467,2575,595442,595475,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2142,2175
"2657",2657,595500,2576,595476,595509,"not looking",20,593300,597788,368,4488,595317,595531,"and",2017,2231,2124,33,2176,2209
"2658",2658,595533,2577,595510,595543,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2210,2243
"2659",2659,595566,2578,595544,595577,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2244,2277
"2660",2660,595599,2579,595578,595611,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2278,2311
"2661",2661,595632,2580,595612,595645,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2312,2345
"2662",2662,595665,2581,595646,595679,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2346,2379
"2663",2663,595698,2582,595680,595713,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2380,2413
"2664",2664,595731,2583,595714,595747,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2414,2447
"2665",2665,595764,2584,595748,595781,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2448,2481
"2666",2666,595797,2585,595782,595815,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2482,2515
"2667",2667,595830,2586,595816,595849,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2516,2549
"2668",2668,595863,2587,595850,595883,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2550,2583
"2669",2669,595896,2588,595884,595917,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2584,2617
"2670",2670,595929,2589,595918,595951,"not looking",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2618,2651
"2671",2671,595962,2590,595952,595985,"right",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2652,2685
"2672",2672,595995,2591,595986,596019,"right",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2686,2719
"2673",2673,596028,2592,596020,596053,"right",20,593300,597788,368,4488,595531,596032,"sixty",2231,2732,2481.5,33,2720,2753
"2674",2674,596061,2593,596054,596087,"right",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2754,2787
"2675",2675,596094,2594,596088,596121,"inbetween",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2788,2821
"2676",2676,596127,2595,596122,596155,"middle",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2822,2855
"2677",2677,596160,2596,596156,596189,"middle",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2856,2889
"2678",2678,596193,2597,596190,596223,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2890,2923
"2679",2679,596226,2598,596224,596257,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2924,2957
"2680",2680,596259,2599,596258,596291,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2958,2991
"2681",2681,596292,2600,596292,596325,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2992,3025
"2682",2682,596325,2600,596292,596325,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,2992,3025
"2683",2683,596358,2601,596326,596359,"not looking",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3026,3059
"2684",2684,596391,2602,596360,596393,"left",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3060,3093
"2685",2685,596424,2603,596394,596427,"left",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3094,3127
"2686",2686,596457,2604,596428,596461,"left",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3128,3161
"2687",2687,596490,2605,596462,596495,"left",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3162,3195
"2688",2688,596523,2606,596496,596529,"left",20,593300,597788,368,4488,596032,596527,"eight",2732,3227,2979.5,33,3196,3229
"2689",2689,596556,2607,596530,596563,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3230,3263
"2690",2690,596589,2608,596564,596597,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3264,3297
"2691",2691,596622,2609,596598,596631,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3298,3331
"2692",2692,596655,2610,596632,596665,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3332,3365
"2693",2693,596688,2611,596666,596699,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3366,3399
"2694",2694,596721,2612,596700,596733,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3400,3433
"2695",2695,596754,2613,596734,596767,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3434,3467
"2696",2696,596787,2614,596768,596801,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3468,3501
"2697",2697,596820,2615,596802,596835,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3502,3535
"2698",2698,596853,2616,596836,596869,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3536,3569
"2699",2699,596886,2617,596870,596903,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3570,3603
"2700",2700,596919,2618,596904,596937,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3604,3637
"2701",2701,596952,2619,596938,596971,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3638,3671
"2702",2702,596985,2620,596972,597005,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3672,3705
"2703",2703,597018,2621,597006,597039,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3706,3739
"2704",2704,597051,2622,597040,597073,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3740,3773
"2705",2705,597084,2623,597074,597107,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3774,3807
"2706",2706,597117,2624,597108,597141,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3808,3841
"2707",2707,597150,2625,597142,597175,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3842,3875
"2708",2708,597183,2626,597176,597209,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3876,3909
"2709",2709,597216,2627,597210,597243,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3910,3943
"2710",2710,597249,2628,597244,597277,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3944,3977
"2711",2711,597282,2629,597278,597311,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,3978,4011
"2712",2712,597315,2630,597312,597345,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4012,4045
"2713",2713,597348,2631,597346,597379,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4046,4079
"2714",2714,597381,2632,597380,597413,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4080,4113
"2715",2715,597414,2633,597414,597447,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4114,4147
"2716",2716,597447,2633,597414,597447,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4114,4147
"2717",2717,597480,2634,597448,597481,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4148,4181
"2718",2718,597513,2635,597482,597515,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4182,4215
"2719",2719,597546,2636,597516,597549,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4216,4249
"2720",2720,597579,2637,597550,597583,"left",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4250,4283
"2721",2721,597612,2638,597584,597617,"right",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4284,4317
"2722",2722,597645,2639,597618,597651,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4318,4351
"2723",2723,597678,2640,597652,597685,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4352,4385
"2724",2724,597711,2641,597686,597719,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4386,4419
"2725",2725,597744,2642,597720,597753,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4420,4453
"2726",2726,597777,2643,597754,597787,"not looking",20,593300,597788,368,4488,NA,NA,NA,NA,NA,NA,33,4454,4487
"2727",2727,610020,2644,609994,610027,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,0,33
"2728",2728,610053,2645,610028,610061,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,34,67
"2729",2729,610086,2646,610062,610095,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,68,101
"2730",2730,610119,2647,610096,610129,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,102,135
"2731",2731,610152,2648,610130,610163,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,136,169
"2732",2732,610185,2649,610164,610197,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,170,203
"2733",2733,610218,2650,610198,610231,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,204,237
"2734",2734,610251,2651,610232,610265,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,238,271
"2735",2735,610284,2652,610266,610299,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,272,305
"2736",2736,610317,2653,610300,610333,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,306,339
"2737",2737,610350,2654,610334,610367,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,340,373
"2738",2738,610383,2655,610368,610401,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,374,407
"2739",2739,610416,2656,610402,610435,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,408,441
"2740",2740,610449,2657,610436,610469,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,442,475
"2741",2741,610482,2658,610470,610503,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,476,509
"2742",2742,610515,2659,610504,610537,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,510,543
"2743",2743,610548,2660,610538,610571,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,544,577
"2744",2744,610581,2661,610572,610605,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,578,611
"2745",2745,610614,2662,610606,610639,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,612,645
"2746",2746,610647,2663,610640,610673,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,646,679
"2747",2747,610680,2664,610674,610707,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,680,713
"2748",2748,610713,2665,610708,610741,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,714,747
"2749",2749,610746,2666,610742,610775,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,748,781
"2750",2750,610779,2667,610776,610809,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,782,815
"2751",2751,610812,2668,610810,610843,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,816,849
"2752",2752,610845,2669,610844,610877,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,850,883
"2753",2753,610878,2670,610878,610911,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,884,917
"2754",2754,610911,2670,610878,610911,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,884,917
"2755",2755,610944,2671,610912,610945,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,918,951
"2756",2756,610977,2672,610946,610979,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,952,985
"2757",2757,611010,2673,610980,611013,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,986,1019
"2758",2758,611043,2674,611014,611047,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1020,1053
"2759",2759,611076,2675,611048,611081,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1054,1087
"2760",2760,611109,2676,611082,611115,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1088,1121
"2761",2761,611142,2677,611116,611149,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1122,1155
"2762",2762,611175,2678,611150,611183,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1156,1189
"2763",2763,611208,2679,611184,611217,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1190,1223
"2764",2764,611241,2680,611218,611251,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1224,1257
"2765",2765,611274,2681,611252,611285,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1258,1291
"2766",2766,611307,2682,611286,611319,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1292,1325
"2767",2767,611340,2683,611320,611353,"not looking",21,609994,614482,574,4488,NA,NA,NA,NA,NA,NA,33,1326,1359
"2768",2768,611373,2684,611354,611387,"not looking",21,609994,614482,574,4488,611364,611614,"five",1370,1620,1495,33,1360,1393
