framenum,time,Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,Trials.ordinal,Trials.onset,Trials.offset,Trials.number
5327,261393,,,,,11,261228,265782,69
5328,261426,,,,,11,261228,265782,69
5329,261459,,,,,11,261228,265782,69
5330,261492,,,,,11,261228,265782,69
5331,261525,,,,,11,261228,265782,69
5332,261558,,,,,11,261228,265782,69
5333,261591,,,,,11,261228,265782,69
5334,261624,1269,261624,261656,l,11,261228,265782,69
5335,261657,1270,261657,261689,l,11,261228,265782,69
5336,261690,1271,261690,261722,l,11,261228,265782,69
5337,261723,1272,261723,261755,l,11,261228,265782,69
5338,261756,1273,261756,261788,l,11,261228,265782,69
5339,261789,1274,261789,261821,l,11,261228,265782,69
5340,261822,1275,261822,261854,l,11,261228,265782,69
5341,261855,1276,261855,261887,l,11,261228,265782,69
5342,261888,1277,261888,261920,l,11,261228,265782,69
5343,261921,1278,261921,261953,l,11,261228,265782,69
5344,261954,1279,261954,261986,l,11,261228,265782,69
5345,261987,1280,261987,262019,l,11,261228,265782,69
5346,262020,1281,262020,262052,l,11,261228,265782,69
5347,262053,1282,262053,262085,l,11,261228,265782,69
5348,262086,1283,262086,262118,l,11,261228,265782,69
5349,262119,1284,262119,262151,l,11,261228,265782,69
5350,262152,1285,262152,262184,l,11,261228,265782,69
5351,262185,1286,262185,262217,l,11,261228,265782,69
5352,262218,1287,262218,262250,l,11,261228,265782,69
5353,262251,1288,262251,262283,l,11,261228,265782,69
5354,262284,1289,262284,262316,l,11,261228,265782,69
5355,262317,1290,262317,262349,r,11,261228,265782,69
5356,262350,1291,262350,262382,i,11,261228,265782,69
5357,262383,1292,262383,262415,i,11,261228,265782,69
5358,262416,1293,262416,262448,l,11,261228,265782,69
5359,262449,1294,262449,262481,l,11,261228,265782,69
5360,262482,1295,262482,262514,i,11,261228,265782,69
5361,262515,1296,262515,262547,l,11,261228,265782,69
5362,262548,1297,262548,262580,l,11,261228,265782,69
5363,262581,1298,262581,262613,l,11,261228,265782,69
5364,262614,1299,262614,262646,l,11,261228,265782,69
5365,262647,1300,262647,262679,l,11,261228,265782,69
5366,262680,1301,262680,262712,l,11,261228,265782,69
5367,262713,1302,262713,262745,l,11,261228,265782,69
5368,262746,1303,262746,262778,l,11,261228,265782,69
5369,262779,1304,262779,262811,l,11,261228,265782,69
5370,262812,1305,262812,262844,l,11,261228,265782,69
5371,262845,1306,262845,262877,l,11,261228,265782,69
5372,262878,1307,262878,262910,l,11,261228,265782,69
5373,262911,1308,262911,262943,l,11,261228,265782,69
5374,262944,1309,262944,262976,l,11,261228,265782,69
5375,262977,1310,262977,263009,l,11,261228,265782,69
5376,263010,1311,263010,263042,l,11,261228,265782,69
5377,263043,1312,263043,263075,l,11,261228,265782,69
5378,263076,1313,263076,263108,l,11,261228,265782,69
5379,263109,1314,263109,263141,l,11,261228,265782,69
5380,263142,1315,263142,263174,l,11,261228,265782,69
5381,263175,1316,263175,263207,l,11,261228,265782,69
5382,263208,1317,263208,263240,l,11,261228,265782,69
5383,263241,1318,263241,263273,l,11,261228,265782,69
5384,263274,1319,263274,263306,l,11,261228,265782,69
5385,263307,1320,263307,263339,l,11,261228,265782,69
5386,263340,1321,263340,263372,l,11,261228,265782,69
5387,263373,1322,263373,263405,l,11,261228,265782,69
5388,263406,1323,263406,263438,l,11,261228,265782,69
5389,263439,1324,263439,263471,l,11,261228,265782,69
5390,263472,1325,263472,263504,l,11,261228,265782,69
5391,263505,1326,263505,263537,l,11,261228,265782,69
5392,263538,1327,263538,263570,l,11,261228,265782,69
5393,263571,1328,263571,263603,l,11,261228,265782,69
5394,263604,1329,263604,263636,l,11,261228,265782,69
5395,263637,1330,263637,263669,l,11,261228,265782,69
5396,263670,1331,263670,263702,l,11,261228,265782,69
5397,263703,1332,263703,263735,l,11,261228,265782,69
5398,263736,1333,263736,263768,l,11,261228,265782,69
5399,263769,1334,263769,263801,l,11,261228,265782,69
5400,263802,1335,263802,263834,l,11,261228,265782,69
5401,263835,1336,263835,263867,l,11,261228,265782,69
5402,263868,1337,263868,263900,l,11,261228,265782,69
5403,263901,1338,263901,263933,l,11,261228,265782,69
5404,263934,1339,263934,263966,l,11,261228,265782,69
5405,263967,1340,263967,263999,l,11,261228,265782,69
5406,264000,1341,264000,264032,l,11,261228,265782,69
5407,264033,1342,264033,264065,l,11,261228,265782,69
5408,264066,1343,264066,264098,l,11,261228,265782,69
5409,264099,1344,264099,264131,l,11,261228,265782,69
5410,264132,1345,264132,264164,l,11,261228,265782,69
5411,264165,1346,264165,264197,l,11,261228,265782,69
5412,264198,1347,264198,264230,l,11,261228,265782,69
5413,264231,1348,264231,264263,l,11,261228,265782,69
5414,264264,1349,264264,264296,l,11,261228,265782,69
5415,264297,1350,264297,264329,l,11,261228,265782,69
5416,264330,1351,264330,264362,l,11,261228,265782,69
5417,264363,1352,264363,264395,l,11,261228,265782,69
5418,264396,1353,264396,264428,l,11,261228,265782,69
5419,264429,1354,264429,264461,l,11,261228,265782,69
5420,264462,1355,264462,264494,l,11,261228,265782,69
5421,264495,1356,264495,264527,l,11,261228,265782,69
5422,264528,1357,264528,264560,l,11,261228,265782,69
5423,264561,1358,264561,264593,l,11,261228,265782,69
5424,264594,1359,264594,264626,l,11,261228,265782,69
5425,264627,1360,264627,264659,l,11,261228,265782,69
5426,264660,1361,264660,264692,l,11,261228,265782,69
5427,264693,1362,264693,264725,l,11,261228,265782,69
5428,264726,1363,264726,264758,l,11,261228,265782,69
5429,264759,1364,264759,264791,l,11,261228,265782,69
5430,264792,1365,264792,264824,l,11,261228,265782,69
5431,264825,1366,264825,264857,l,11,261228,265782,69
5432,264858,1367,264858,264890,l,11,261228,265782,69
5433,264891,1368,264891,264923,l,11,261228,265782,69
5434,264924,1369,264924,264956,l,11,261228,265782,69
5435,264957,1370,264957,264989,l,11,261228,265782,69
5436,264990,1371,264990,265022,l,11,261228,265782,69
5437,265023,1372,265023,265055,l,11,261228,265782,69
5438,265056,1373,265056,265088,l,11,261228,265782,69
5439,265089,1374,265089,265121,l,11,261228,265782,69
5440,265122,1375,265122,265154,l,11,261228,265782,69
5441,265155,1376,265155,265187,l,11,261228,265782,69
5442,265188,1377,265188,265220,l,11,261228,265782,69
5443,265221,1378,265221,265253,l,11,261228,265782,69
5444,265254,1379,265254,265286,l,11,261228,265782,69
5445,265287,1380,265287,265319,l,11,261228,265782,69
5446,265320,1381,265320,265352,l,11,261228,265782,69
5447,265353,1382,265353,265385,l,11,261228,265782,69
5448,265386,1383,265386,265418,l,11,261228,265782,69
5449,265419,1384,265419,265451,l,11,261228,265782,69
5450,265452,1385,265452,265484,l,11,261228,265782,69
5451,265485,1386,265485,265517,l,11,261228,265782,69
5452,265518,1387,265518,265550,l,11,261228,265782,69
5453,265551,1388,265551,265583,l,11,261228,265782,69
5454,265584,1389,265584,265616,l,11,261228,265782,69
5455,265617,1390,265617,265649,l,11,261228,265782,69
5456,265650,1391,265650,265682,l,11,261228,265782,69
5457,265683,1392,265683,265715,l,11,261228,265782,69
5458,265716,1393,265716,265748,l,11,261228,265782,69
5459,265749,1394,265749,265781,l,11,261228,265782,69
5460,265782,,,,,11,261228,265782,69
5461,265815,,,,,,,,
5462,265848,,,,,,,,
5463,265881,,,,,,,,
5464,265914,,,,,,,,
5465,265947,,,,,,,,
5466,265980,,,,,,,,
5467,266013,,,,,,,,
5468,266046,,,,,,,,
5469,266079,,,,,,,,
5470,266112,,,,,,,,
5471,266145,,,,,,,,
5472,266178,,,,,,,,
5473,266211,,,,,,,,
5474,266244,,,,,,,,
5475,266277,,,,,,,,
5476,266310,,,,,,,,
5477,266343,,,,,,,,
5478,266376,,,,,,,,
5479,266409,,,,,,,,
5480,266442,,,,,,,,
5481,266475,,,,,,,,
5482,266508,,,,,,,,
5483,266541,,,,,,,,
5484,266574,,,,,,,,
5485,266607,,,,,,,,
5486,266640,,,,,,,,
5487,266673,,,,,,,,
5488,266706,,,,,,,,
5489,266739,,,,,,,,
5490,266772,,,,,,,,
5491,266805,,,,,,,,
5492,266838,,,,,,,,
5493,266871,,,,,,,,
5494,266904,,,,,,,,
5495,266937,,,,,,,,
5496,266970,,,,,,,,
5497,267003,,,,,,,,
5498,267036,,,,,,,,
5499,267069,,,,,,,,
5500,267102,,,,,,,,
5501,267135,,,,,,,,
5502,267168,,,,,,,,
5503,267201,,,,,,,,
5504,267234,,,,,,,,
5505,267267,,,,,,,,
5506,267300,,,,,,,,
5507,267333,,,,,,,,
5508,267366,,,,,,,,
5509,267399,,,,,,,,
5510,267432,,,,,,,,
5511,267465,,,,,,,,
5512,267498,,,,,,,,
5513,267531,,,,,,,,
5514,267564,,,,,,,,
5515,267597,,,,,,,,
5516,267630,,,,,,,,
5517,267663,,,,,,,,
5518,267696,,,,,,,,
5519,267729,,,,,,,,
5520,267762,,,,,,,,
5521,267795,,,,,,,,
5522,267828,,,,,,,,
5523,267861,,,,,,,,
5524,267894,,,,,,,,
5525,267927,,,,,,,,
5526,267960,,,,,,,,
5527,267993,,,,,,,,
5528,268026,,,,,,,,
5529,268059,,,,,,,,
5530,268092,,,,,,,,
5531,268125,,,,,,,,
5532,268158,,,,,,,,
5533,268191,,,,,,,,
5534,268224,,,,,,,,
5535,268257,,,,,,,,
5536,268290,,,,,,,,
5537,268323,,,,,,,,
5538,268356,,,,,,,,
5539,268389,,,,,,,,
5540,268422,,,,,,,,
5541,268455,,,,,,,,
5542,268488,,,,,,,,
5543,268521,,,,,,,,
5544,268554,,,,,,,,
5545,268587,,,,,,,,
5546,268620,,,,,,,,
5547,268653,,,,,,,,
5548,268686,,,,,,,,
5549,268719,,,,,,,,
5550,268752,,,,,,,,
5551,268785,,,,,,,,
5552,268818,,,,,,,,
5553,268851,,,,,,,,
5554,268884,,,,,,,,
5555,268917,,,,,,,,
5556,268950,,,,,,,,
5557,268983,,,,,,,,
5558,269016,,,,,,,,
5559,269049,,,,,,,,
5560,269082,,,,,,,,
5561,269115,,,,,,,,
5562,269148,,,,,,,,
5563,269181,,,,,,,,
5564,269214,,,,,,,,
5565,269247,,,,,,,,
5566,269280,,,,,,,,
5567,269313,,,,,,,,
5568,269346,,,,,,,,
5569,269379,,,,,,,,
5570,269412,,,,,,,,
5571,269445,,,,,,,,
5572,269478,,,,,,,,
5573,269511,,,,,,,,
5574,269544,,,,,,,,
5575,269577,,,,,,,,
5576,269610,,,,,,,,
5577,269643,,,,,,,,
5578,269676,,,,,,,,
5579,269709,,,,,,,,
5580,269742,,,,,,,,
5581,269775,,,,,,,,
5582,269808,,,,,,,,
5583,269841,,,,,,,,
5584,269874,,,,,,,,
5585,269907,,,,,,,,
5586,269940,,,,,,,,
5587,269973,,,,,,,,
5588,270006,,,,,,,,
5589,270039,,,,,,,,
5590,270072,,,,,,,,
5591,270105,,,,,,,,
5592,270138,,,,,,,,
5593,270171,,,,,,,,
5594,270204,,,,,,,,
5595,270237,,,,,,,,
5596,270270,,,,,,,,
5597,270303,,,,,,,,
5598,270336,,,,,,,,
5599,270369,,,,,,,,
5600,270402,,,,,,,,
5601,270435,,,,,,,,
5602,270468,,,,,,,,
5603,270501,,,,,,,,
5604,270534,,,,,,,,
5605,270567,,,,,,,,
5606,270600,,,,,,,,
5607,270633,,,,,,,,
5608,270666,,,,,,,,
5609,270699,,,,,,,,
5610,270732,,,,,,,,
5611,270765,,,,,,,,
5612,270798,,,,,,,,
5613,270831,,,,,,,,
5614,270864,,,,,,,,
5615,270897,,,,,,,,
5616,270930,,,,,,,,
5617,270963,,,,,,,,
5618,270996,,,,,,,,
5619,271029,,,,,,,,
5620,271062,,,,,,,,
5621,271095,,,,,,,,
5622,271128,,,,,,,,
5623,271161,,,,,,,,
5624,271194,,,,,,,,
5625,271227,,,,,,,,
5626,271260,,,,,,,,
5627,271293,,,,,,,,
5628,271326,,,,,,,,
5629,271359,,,,,,,,
5630,271392,,,,,,,,
5631,271425,,,,,,,,
5632,271458,,,,,,,,
5633,271491,,,,,,,,
5634,271524,,,,,,,,
5635,271557,,,,,,,,
5636,271590,,,,,,,,
5637,271623,,,,,,,,
5638,271656,,,,,,,,
5639,271689,,,,,,,,
5640,271722,,,,,,,,
5641,271755,,,,,,,,
5642,271788,,,,,,,,
5643,271821,,,,,,,,
5644,271854,,,,,,,,
5645,271887,,,,,,,,
5646,271920,,,,,,,,
5647,271953,,,,,,,,
5648,271986,,,,,,,,
5649,272019,,,,,,,,
5650,272052,,,,,,,,
5651,272085,,,,,,,,
5652,272118,,,,,,,,
5653,272151,,,,,,,,
5654,272184,,,,,,,,
5655,272217,,,,,,,,
5656,272250,,,,,,,,
5657,272283,,,,,,,,
5658,272316,,,,,,,,
5659,272349,,,,,,,,
5660,272382,,,,,,,,
5661,272415,,,,,,,,
5662,272448,,,,,,,,
5663,272481,,,,,,,,
5664,272514,,,,,,,,
5665,272547,,,,,,,,
5666,272580,,,,,,,,
5667,272613,,,,,,,,
5668,272646,,,,,,,,
5669,272679,,,,,,,,
5670,272712,,,,,,,,
5671,272745,,,,,,,,
5672,272778,,,,,,,,
5673,272811,,,,,,,,
5674,272844,,,,,,,,
5675,272877,,,,,,,,
5676,272910,,,,,,,,
5677,272943,,,,,,,,
5678,272976,,,,,,,,
5679,273009,,,,,,,,
5680,273042,,,,,,,,
5681,273075,,,,,,,,
5682,273108,,,,,,,,
5683,273141,,,,,,,,
5684,273174,,,,,,,,
5685,273207,,,,,,,,
5686,273240,,,,,,,,
5687,273273,,,,,,,,
5688,273306,,,,,,,,
5689,273339,,,,,,,,
5690,273372,,,,,,,,
5691,273405,,,,,,,,
5692,273438,,,,,,,,
5693,273471,,,,,,,,
5694,273504,,,,,,,,
5695,273537,,,,,,,,
5696,273570,,,,,,,,
5697,273603,,,,,,,,
5698,273636,,,,,,,,
5699,273669,,,,,,,,
5700,273702,,,,,,,,
5701,273735,,,,,,,,
5702,273768,,,,,,,,
5703,273801,,,,,,,,
5704,273834,,,,,,,,
5705,273867,,,,,,,,
5706,273900,,,,,,,,
5707,273933,,,,,,,,
5708,273966,,,,,,,,
5709,273999,,,,,,,,
5710,274032,,,,,,,,
5711,274065,,,,,,,,
5712,274098,,,,,,,,
5713,274131,,,,,,,,
5714,274164,,,,,,,,
5715,274197,,,,,,,,
5716,274230,,,,,,,,
5717,274263,,,,,,,,
5718,274296,,,,,,,,
5719,274329,,,,,,,,
5720,274362,,,,,,,,
5721,274395,,,,,,,,
5722,274428,,,,,,,,
5723,274461,,,,,,,,
5724,274494,,,,,,,,
5725,274527,,,,,,,,
5726,274560,,,,,,,,
5727,274593,,,,,,,,
5728,274626,,,,,,,,
5729,274659,,,,,,,,
5730,274692,,,,,,,,
5731,274725,,,,,,,,
5732,274758,,,,,,,,
5733,274791,,,,,,,,
5734,274824,,,,,,,,
5735,274857,,,,,,,,
5736,274890,,,,,,,,
5737,274923,,,,,,,,
5738,274956,,,,,,,,
5739,274989,,,,,,,,
5740,275022,,,,,,,,
5741,275055,,,,,,,,
5742,275088,,,,,,,,
5743,275121,,,,,,,,
5744,275154,,,,,,,,
5745,275187,,,,,,,,
5746,275220,,,,,,,,
5747,275253,,,,,,,,
5748,275286,,,,,,,,
5749,275319,,,,,,,,
5750,275352,,,,,,,,
5751,275385,,,,,,,,
5752,275418,,,,,,,,
5753,275451,,,,,,,,
5754,275484,,,,,,,,
5755,275517,,,,,,,,
5756,275550,,,,,,,,
5757,275583,,,,,,,,
5758,275616,,,,,,,,
5759,275649,,,,,,,,
5760,275682,,,,,,,,
5761,275715,,,,,,,,
5762,275748,,,,,,,,
5763,275781,,,,,,,,
5764,275814,,,,,,,,
5765,275847,,,,,,,,
5766,275880,,,,,,,,
5767,275913,,,,,,,,
5768,275946,,,,,,,,
5769,275979,,,,,,,,
5770,276012,,,,,,,,
5771,276045,,,,,,,,
5772,276078,,,,,,,,
5773,276111,,,,,,,,
5774,276144,,,,,,,,
5775,276177,,,,,,,,
5776,276210,,,,,,,,
5777,276243,,,,,,,,
5778,276276,,,,,,,,
5779,276309,,,,,,,,
5780,276342,,,,,,,,
5781,276375,,,,,,,,
5782,276408,,,,,,,,
5783,276441,,,,,,,,
5784,276474,,,,,,,,
5785,276507,,,,,,,,
5786,276540,,,,,,,,
5787,276573,,,,,,,,
5788,276606,,,,,,,,
5789,276639,,,,,,,,
5790,276672,,,,,,,,
5791,276705,,,,,,,,
5792,276738,,,,,,,,
5793,276771,,,,,,,,
5794,276804,,,,,,,,
5795,276837,,,,,,,,
5796,276870,,,,,,,,
5797,276903,,,,,,,,
5798,276936,,,,,,,,
5799,276969,,,,,,,,
5800,277002,,,,,,,,
5801,277035,,,,,,,,
5802,277068,,,,,,,,
5803,277101,,,,,,,,
5804,277134,,,,,,,,
5805,277167,,,,,,,,
5806,277200,,,,,,,,
5807,277233,,,,,,,,
5808,277266,,,,,,,,
5809,277299,,,,,,,,
5810,277332,,,,,,,,
5811,277365,,,,,,,,
5812,277398,,,,,,,,
5813,277431,,,,,,,,
5814,277464,,,,,,,,
5815,277497,,,,,,,,
5816,277530,,,,,,,,
5817,277563,,,,,,,,
5818,277596,,,,,,,,
5819,277629,,,,,,,,
5820,277662,,,,,,,,
5821,277695,,,,,,,,
5822,277728,,,,,,,,
5823,277761,,,,,,,,
5824,277794,,,,,,,,
5825,277827,,,,,,,,
5826,277860,,,,,,,,
5827,277893,,,,,,,,
5828,277926,,,,,,,,
5829,277959,,,,,,,,
5830,277992,,,,,,,,
5831,278025,,,,,,,,
5832,278058,,,,,,,,
5833,278091,,,,,,,,
5834,278124,,,,,,,,
5835,278157,,,,,,,,
5836,278190,,,,,,,,
5837,278223,,,,,,,,
5838,278256,,,,,,,,
5839,278289,,,,,,,,
5840,278322,,,,,,,,
5841,278355,,,,,,,,
5842,278388,,,,,,,,
5843,278421,,,,,,,,
5844,278454,,,,,,,,
5845,278487,,,,,,,,
5846,278520,,,,,,,,
5847,278553,,,,,,,,
5848,278586,,,,,,,,
5849,278619,,,,,,,,
5850,278652,,,,,,,,
5851,278685,,,,,,,,
5852,278718,,,,,,,,
5853,278751,,,,,,,,
5854,278784,,,,,,,,
5855,278817,,,,,,,,
5856,278850,,,,,,,,
5857,278883,,,,,,,,
5858,278916,,,,,,,,
5859,278949,,,,,,,,
5860,278982,,,,,,,,
5861,279015,,,,,,,,
5862,279048,,,,,,,,
5863,279081,,,,,,,,
5864,279114,,,,,,,,
5865,279147,,,,,,,,
5866,279180,,,,,,,,
5867,279213,,,,,,,,
5868,279246,,,,,,,,
5869,279279,,,,,,,,
5870,279312,,,,,,,,
5871,279345,,,,,,,,
5872,279378,,,,,,,,
5873,279411,,,,,,,,
5874,279444,,,,,,,,
5875,279477,,,,,,,,
5876,279510,,,,,,,,
5877,279543,,,,,,,,
5878,279576,,,,,,,,
5879,279609,,,,,,,,
5880,279642,,,,,,,,
5881,279675,,,,,,,,
5882,279708,,,,,,,,
5883,279741,,,,,,,,
5884,279774,,,,,,,,
5885,279807,,,,,,,,
5886,279840,,,,,,,,
5887,279873,,,,,,,,
5888,279906,,,,,,,,
5889,279939,,,,,,,,
5890,279972,,,,,,,,
5891,280005,,,,,,,,
5892,280038,,,,,,,,
5893,280071,,,,,,,,
5894,280104,,,,,,,,
5895,280137,,,,,,,,
5896,280170,,,,,,,,
5897,280203,,,,,,,,
5898,280236,,,,,,,,
5899,280269,,,,,,,,
5900,280302,,,,,,,,
5901,280335,,,,,,,,
5902,280368,,,,,,,,
5903,280401,,,,,,,,
5904,280434,,,,,,,,
5905,280467,,,,,,,,
5906,280500,,,,,,,,
5907,280533,,,,,,,,
5908,280566,,,,,,,,
5909,280599,,,,,,,,
5910,280632,,,,,,,,
5911,280665,,,,,,,,
5912,280698,,,,,,,,
5913,280731,,,,,,,,
5914,280764,,,,,,,,
5915,280797,,,,,,,,
5916,280830,,,,,,,,
5917,280863,,,,,,,,
5918,280896,,,,,,,,
5919,280929,,,,,,,,
5920,280962,,,,,,,,
5921,280995,,,,,,,,
5922,281028,,,,,,,,
5923,281061,,,,,,,,
5924,281094,,,,,,,,
5925,281127,,,,,,,,
5926,281160,,,,,,,,
5927,281193,,,,,,,,
5928,281226,,,,,,,,
5929,281259,,,,,,,,
5930,281292,,,,,,,,
5931,281325,,,,,,,,
5932,281358,,,,,,,,
5933,281391,,,,,,,,
5934,281424,,,,,,,,
5935,281457,,,,,,,,
5936,281490,,,,,,,,
5937,281523,,,,,,,,
5938,281556,,,,,,,,
5939,281589,,,,,,,,
5940,281622,,,,,,,,
5941,281655,,,,,,,,
5942,281688,,,,,,,,
5943,281721,,,,,,,,
5944,281754,,,,,,,,
5945,281787,,,,,,,,
5946,281820,,,,,,,,
5947,281853,,,,,,,,
5948,281886,,,,,,,,
5949,281919,,,,,,,,
5950,281952,,,,,,,,
5951,281985,,,,,,,,
5952,282018,,,,,,,,
5953,282051,,,,,,,,
5954,282084,,,,,,,,
5955,282117,,,,,,,,
5956,282150,,,,,,,,
5957,282183,,,,,,,,
5958,282216,,,,,,,,
5959,282249,,,,,,,,
5960,282282,,,,,,,,
5961,282315,,,,,,,,
5962,282348,,,,,,,,
5963,282381,,,,,,,,
5964,282414,,,,,,,,
5965,282447,,,,,,,,
5966,282480,,,,,,,,
5967,282513,,,,,,,,
5968,282546,,,,,,,,
5969,282579,,,,,,,,
5970,282612,,,,,,,,
5971,282645,,,,,,,,
5972,282678,,,,,,,,
5973,282711,,,,,,,,
5974,282744,,,,,,,,
5975,282777,,,,,,,,
5976,282810,,,,,,,,
5977,282843,,,,,,,,
5978,282876,,,,,,,,
5979,282909,,,,,,,,
5980,282942,,,,,,,,
5981,282975,,,,,,,,
5982,283008,,,,,,,,
5983,283041,,,,,,,,
5984,283074,,,,,,,,
5985,283107,,,,,,,,
5986,283140,,,,,,,,
5987,283173,,,,,,,,
5988,283206,,,,,,,,
5989,283239,,,,,,,,
5990,283272,,,,,,,,
5991,283305,,,,,,,,
5992,283338,,,,,,,,
5993,283371,,,,,,,,
5994,283404,,,,,,,,
5995,283437,,,,,,,,
5996,283470,,,,,,,,
5997,283503,,,,,,,,
5998,283536,,,,,,,,
5999,283569,,,,,,,,
6000,283602,,,,,,,,
6001,283635,,,,,,,,
6002,283668,,,,,,,,
6003,283701,,,,,,,,
6004,283734,,,,,,,,
6005,283767,,,,,,,,
6006,283800,,,,,,,,
6007,283833,,,,,,,,
6008,283866,,,,,,,,
6009,283899,,,,,,,,
6010,283932,,,,,,,,
6011,283965,,,,,,,,
6012,283998,,,,,,,,
6013,284031,,,,,,,,
6014,284064,,,,,,,,
6015,284097,,,,,,,,
6016,284130,,,,,,,,
6017,284163,,,,,,,,
6018,284196,,,,,,,,
6019,284229,,,,,,,,
6020,284262,,,,,,,,
6021,284295,,,,,,,,
6022,284328,,,,,,,,
6023,284361,,,,,,,,
6024,284394,,,,,,,,
6025,284427,,,,,,,,
6026,284460,,,,,,,,
6027,284493,,,,,,,,
6028,284526,,,,,,,,
6029,284559,,,,,,,,
6030,284592,,,,,,,,
6031,284625,,,,,,,,
6032,284658,,,,,,,,
6033,284691,,,,,,,,
6034,284724,,,,,,,,
6035,284757,,,,,,,,
6036,284790,,,,,,,,
6037,284823,,,,,,,,
6038,284856,,,,,,,,
6039,284889,,,,,,,,
6040,284922,,,,,12,284922,289476,75
6041,284955,,,,,12,284922,289476,75
6042,284988,,,,,12,284922,289476,75
6043,285021,,,,,12,284922,289476,75
6044,285054,,,,,12,284922,289476,75
6045,285087,1395,285087,285119,l,12,284922,289476,75
6046,285120,1396,285120,285152,l,12,284922,289476,75
6047,285153,1397,285153,285185,l,12,284922,289476,75
6048,285186,1398,285186,285218,l,12,284922,289476,75
6049,285219,1399,285219,285251,l,12,284922,289476,75
6050,285252,1400,285252,285284,l,12,284922,289476,75
6051,285285,1401,285285,285317,l,12,284922,289476,75
6052,285318,1402,285318,285350,l,12,284922,289476,75
6053,285351,1403,285351,285383,l,12,284922,289476,75
6054,285384,1404,285384,285416,l,12,284922,289476,75
6055,285417,1405,285417,285449,l,12,284922,289476,75
6056,285450,1406,285450,285482,l,12,284922,289476,75
6057,285483,1407,285483,285515,l,12,284922,289476,75
6058,285516,1408,285516,285548,l,12,284922,289476,75
6059,285549,1409,285549,285581,l,12,284922,289476,75
6060,285582,1410,285582,285614,l,12,284922,289476,75
6061,285615,1411,285615,285647,l,12,284922,289476,75
6062,285648,1412,285648,285680,l,12,284922,289476,75
6063,285681,1413,285681,285713,l,12,284922,289476,75
6064,285714,1414,285714,285746,l,12,284922,289476,75
6065,285747,1415,285747,285779,l,12,284922,289476,75
6066,285780,1416,285780,285812,l,12,284922,289476,75
6067,285813,1417,285813,285845,l,12,284922,289476,75
6068,285846,1418,285846,285878,l,12,284922,289476,75
6069,285879,1419,285879,285911,l,12,284922,289476,75
6070,285912,1420,285912,285944,l,12,284922,289476,75
6071,285945,1421,285945,285977,l,12,284922,289476,75
6072,285978,1422,285978,286010,l,12,284922,289476,75
6073,286011,1423,286011,286043,l,12,284922,289476,75
6074,286044,1424,286044,286076,l,12,284922,289476,75
6075,286077,1425,286077,286109,l,12,284922,289476,75
6076,286110,1426,286110,286142,l,12,284922,289476,75
6077,286143,1427,286143,286175,l,12,284922,289476,75
6078,286176,1428,286176,286208,l,12,284922,289476,75
6079,286209,1429,286209,286241,l,12,284922,289476,75
6080,286242,1430,286242,286274,l,12,284922,289476,75
6081,286275,1431,286275,286307,l,12,284922,289476,75
6082,286308,1432,286308,286340,l,12,284922,289476,75
6083,286341,1433,286341,286373,l,12,284922,289476,75
6084,286374,1434,286374,286406,l,12,284922,289476,75
6085,286407,1435,286407,286439,l,12,284922,289476,75
6086,286440,1436,286440,286472,l,12,284922,289476,75
6087,286473,1437,286473,286505,l,12,284922,289476,75
6088,286506,1438,286506,286538,l,12,284922,289476,75
6089,286539,1439,286539,286571,l,12,284922,289476,75
6090,286572,1440,286572,286604,l,12,284922,289476,75
6091,286605,1441,286605,286637,l,12,284922,289476,75
6092,286638,1442,286638,286670,l,12,284922,289476,75
6093,286671,1443,286671,286703,l,12,284922,289476,75
6094,286704,1444,286704,286736,l,12,284922,289476,75
6095,286737,1445,286737,286769,l,12,284922,289476,75
6096,286770,1446,286770,286802,l,12,284922,289476,75
6097,286803,1447,286803,286835,l,12,284922,289476,75
6098,286836,1448,286836,286868,l,12,284922,289476,75
6099,286869,1449,286869,286901,l,12,284922,289476,75
6100,286902,1450,286902,286934,l,12,284922,289476,75
6101,286935,1451,286935,286967,l,12,284922,289476,75
6102,286968,1452,286968,287000,l,12,284922,289476,75
6103,287001,1453,287001,287033,l,12,284922,289476,75
6104,287034,1454,287034,287066,l,12,284922,289476,75
6105,287067,1455,287067,287099,l,12,284922,289476,75
6106,287100,1456,287100,287132,l,12,284922,289476,75
6107,287133,1457,287133,287165,l,12,284922,289476,75
6108,287166,1458,287166,287198,l,12,284922,289476,75
6109,287199,1459,287199,287231,l,12,284922,289476,75
6110,287232,1460,287232,287264,l,12,284922,289476,75
6111,287265,1461,287265,287297,l,12,284922,289476,75
6112,287298,1462,287298,287330,l,12,284922,289476,75
6113,287331,1463,287331,287363,l,12,284922,289476,75
6114,287364,1464,287364,287396,l,12,284922,289476,75
6115,287397,1465,287397,287429,l,12,284922,289476,75
6116,287430,1466,287430,287462,l,12,284922,289476,75
6117,287463,1467,287463,287495,l,12,284922,289476,75
6118,287496,1468,287496,287528,l,12,284922,289476,75
6119,287529,1469,287529,287561,l,12,284922,289476,75
6120,287562,1470,287562,287594,l,12,284922,289476,75
6121,287595,1471,287595,287627,l,12,284922,289476,75
6122,287628,1472,287628,287660,l,12,284922,289476,75
